id,name,ChineseName,dateOfBirth,gender,currentRole,organization,party,education,careerHistory,bio,sources,slug
P020,Vivek Ramaswamy,维韦克·拉马斯瓦米,1985-08-09,male,"政府效率部专员/顾问 (Commissioner, DOGE)",,Republican Party,Graduated from Harvard University with a Bachelor of Arts in biology in 2007. Earned a Juris Doctor degree from Yale University in 2013.,2007-2014: Investment partner at hedge fund QVT Financial. 2014-2021: Founder and CEO of Roivant Sciences. 2022: Co-founded Strive Asset Management. 2024: Candidate in Republican presidential primaries. 2025: Launched campaign for Ohio gubernatorial election.,"Vivek Ganapathy Ramaswamy (born August 9, 1985) is an American entrepreneur and politician. He was born in Cincinnati, Ohio, to Hindu Indian immigrant parents from Kerala. Ramaswamy graduated as valedictorian from St. Xavier High School in 2003. He earned a Bachelor of Arts degree in biology from Harvard University in 2007, where he was president of the Harvard Political Union and performed libertarian-themed rap music under the stage name ""Da Vek."" He received a Juris Doctor degree from Yale Law School in 2013, having attended on a Paul & Daisy Soros Fellowships for New Americans postgraduate fellowship. At Yale, he befriended future vice president JD Vance.

Ramaswamy's business career began in 2007 when he co-founded Campus Venture Network, later sold in 2009. He worked as an investment partner at the hedge fund QVT Financial from 2007 to 2014. In 2014, he founded the biotechnology firm Roivant Sciences, serving as its chief executive officer until 2021, when he became executive chairman. Roivant's strategy involved purchasing patents for undeveloped drugs from larger pharmaceutical companies. In 2015, he raised $360 million for its subsidiary Axovant Sciences to market an Alzheimer's drug, intepirdine, which ultimately failed in clinical trials in 2017. In 2022, he co-founded the investment firm Strive Asset Management. In January 2026, Forbes estimated his net worth at $2 billion.

Ramaswamy entered national politics as a candidate in the 2024 Republican presidential primaries, becoming the youngest candidate in the field. He withdrew his bid and endorsed Donald Trump for the 2024 presidential election. In 2025, he launched his campaign for the 2026 Ohio gubernatorial election, receiving endorsements from both former President Trump and the Ohio Republican Party. He describes himself as a conservative and an American nationalist. Politically, he was largely apolitical until 2020, when he supported Donald Trump's re-election. In 2021, he wrote the book *Woke Inc.* and began appearing on cable networks arguing against left-wing ""woke"" policies. He has been an active donor to the Republican Party and has criticized environmental, social, and corporate governance (ESG) and affirmative action. He has also promoted numerous conspiracy theories and false statements. He briefly considered running in the 2022 U.S. Senate election in Ohio. Ramaswamy is married to Apoorva Tewari (m. 2015).","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Vivek_Ramaswamy"", ""reliability"": ""high""}]",vivek-ramaswamy
P021,John Thune,约翰·图恩,1961-01-07,male,参议院多数党领袖 (Senate Majority Leader),O047,Republican Party,Graduated from Biola University in 1983 with a Bachelor of Arts in business. Received a Master of Business Administration from the University of South Dakota in 1984.,"1997-2003: U.S. Representative for South Dakota's at-large congressional district. 2005-present: United States Senator from South Dakota. Served as Republican chief deputy whip (2007-2009), chair of the Senate Republican Policy Committee (2009-2012), Senate Republican Conference chair (2012-2019), majority whip (2019-2021), and minority whip (2021-2025). Since January 2025: Senate Majority Leader and Senate Republican Leader.","John Randolph Thune (born January 7, 1961) is an American politician serving as the senior United States senator from South Dakota, a seat he has held since 2005. A Republican, he has been the Senate majority leader and Senate Republican leader since January 2025. Thune was born in Pierre, South Dakota. He graduated from Biola University in 1983 with a Bachelor of Arts in business and received a Master of Business Administration from the University of South Dakota in 1984. His early political career included work as a legislative aide for U.S. Senator James Abdnor (1985–1987), executive director of the South Dakota Republican Party, South Dakota Railroad Director (1991–1993), and executive director of the South Dakota Municipal League (1993–1996). Thune was first elected to the U.S. House of Representatives for South Dakota's at-large district in 1996, defeating Democrat Rick Weiland. He was reelected in 1998 and 2000 by wide margins. In 2002, he made an unsuccessful bid for the U.S. Senate, narrowly losing to incumbent Tim Johnson. He ran again in 2004 and defeated Senate Democratic leader Tom Daschle, making Daschle the first incumbent Senate leader to lose an election since 1952. Throughout his Senate tenure, Thune has held several leadership positions: Republican chief deputy whip (2007–2009), chair of the Senate Republican Policy Committee (2009–2012), Senate Republican Conference chair (2012–2019), majority whip (2019–2021), and minority whip (2021–2025). In November 2024, he was elected Senate Republican leader, succeeding Mitch McConnell, and became majority leader when Republicans took control of the Senate in January 2025. He is the first Senate party leader to have first taken office as a senator in the 21st century. Thune serves on several Senate committees: Agriculture, Nutrition, and Forestry; Commerce, Science, and Transportation; Finance; and the Select Committee on Intelligence. He is married to Kimberley Weems, whom he wed in 1984.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/John_Thune"", ""reliability"": ""high""}]",john-thune
P022,Mike Crapo,迈克·克拉波,1951-05-20,male,"参议院财政委员会主席 (Chairman, Senate Finance Committee)",O047,Republican Party,"Earned a Bachelor of Arts, summa cum laude, in political science from Brigham Young University in 1973 and a Juris Doctor, cum laude, from Harvard Law School in 1977.","Practiced law in Idaho Falls throughout the 1980s. Elected to the Idaho Senate in 1984, serving as Senate President Pro Tempore from 1988 to 1992. Served as U.S. Representative for Idaho's 2nd congressional district from 1993 to 1999. Elected as U.S. Senator from Idaho in 1998, a seat he has held since, serving as Chairman of the Senate Finance Committee.","Michael Dean Crapo (born May 20, 1951) is an American lawyer and politician serving as the senior United States senator from Idaho, a position he has held since 1999. A member of the Republican Party, Crapo is the current Chairman of the Senate Finance Committee. Born in Idaho Falls, Idaho, he earned a Bachelor of Arts, summa cum laude, in political science from Brigham Young University in 1973 and a Juris Doctor, cum laude, from Harvard Law School in 1977. After law school, he clerked for Judge James M. Carter of the U.S. Court of Appeals for the Ninth Circuit before returning to Idaho to practice law.

Crapo's political career began in the Idaho State Senate, to which he was elected in 1984. He served as Senate President Pro Tempore from 1988 to 1992. In 1992, he was elected to the U.S. House of Representatives, representing Idaho's 2nd congressional district for three terms from 1993 to 1999. He was elected to the U.S. Senate in 1998, succeeding Dirk Kempthorne, and has been reelected in 2004, 2010, 2016, and 2022. He is the dean of Idaho's congressional delegation.

In the Senate, Crapo has held significant committee assignments. Beyond chairing the Finance Committee, he has served on the Committee on Banking, Housing, and Urban Affairs (where he was previously chairman during the 116th Congress), the Committee on the Budget, and the Joint Committee on Taxation. His caucus memberships include co-chairing the Senate Nuclear Cleanup Caucus, the Senate Renewables and Energy Efficiency Caucus, and the Sportsmen's Caucus.

Politically conservative, Crapo holds a lifetime conservative rating of 91.30 from the American Conservative Union. His key political positions include being anti-abortion, a proponent of nuclear energy (supporting projects at the Idaho National Laboratory), and a strong opponent of gun control regulations, having received 'A+' grades from the National Rifle Association. In fiscal policy, he has argued for extending Republican tax cuts without deficit offsets and supports ending the IRS Direct File program. In October 2023, he visited China as part of a bipartisan congressional delegation, where he met with Chinese leaders and stated he would raise market-access concerns for Micron Technology.

Crapo is married to Susan Diane Hasleton (since 1974), and they have five children. He is a member of The Church of Jesus Christ of Latter-day Saints. He was diagnosed with prostate cancer in 1999, underwent treatment, and was declared cancer-free after a recurrence in 2005.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Mike_Crapo"", ""reliability"": ""high""}]",mike-crapo
P023,Tim Scott,蒂姆·斯科特,1965-09-19,male,"参议院银行、住房和城市事务委员会主席 (Chairman, Senate Banking Committee)",O047,Republican Party,Attended Presbyterian College from 1983 to 1984 on a partial football scholarship. Transferred to and graduated from Charleston Southern University in 1988 with a Bachelor of Science degree in political science.,"Served on the Charleston County Council (1995–2009). Member of the South Carolina General Assembly (2009–2011). U.S. Representative for South Carolina's 1st congressional district (2011–2013). Appointed as U.S. Senator from South Carolina in 2013, winning subsequent elections. Currently chairs the Senate Committee on Banking and was elected chair of the National Republican Senatorial Committee after the 2024 elections.","Timothy Eugene Scott (born September 19, 1965) is an American businessman and politician serving as the junior United States senator from South Carolina since 2013. A member of the Republican Party, he has achieved several historic firsts: he is the first African-American senator from the Southern United States to be directly elected, the longest-serving African-American senator in U.S. history, the first African-American to serve in both the House and Senate, and the first African-American senator to chair a full committee. He currently chairs the Senate Committee on Banking, Housing, and Urban Affairs.

Born in North Charleston, South Carolina, Scott graduated from Charleston Southern University in 1988 with a Bachelor of Science in political science. He worked in financial services as an insurance agent and financial adviser before entering politics. His political career began on the Charleston County Council, where he served from 1995 to 2009. He then served as a member of the South Carolina General Assembly from 2009 to 2011.

Scott was elected to represent South Carolina's 1st congressional district in the U.S. House of Representatives from 2011 to 2013. In December 2012, Governor Nikki Haley appointed him to the U.S. Senate to replace the retiring Jim DeMint, making Scott the first African American U.S. senator from South Carolina. He won a special election for the seat in 2014 and was elected to full terms in 2016 and 2022.

In the Senate, Scott has been active on issues of race and police reform. He led the drafting of the Justice Act, a bill that included measures such as increased federal reporting for use of force, grants for police body cameras, the creation of a database of police disciplinary records, and the creation of a federal crime for lynching. The bill was blocked by a Democratic filibuster in 2020.

In May 2023, Scott declared his candidacy for the 2024 Republican Party presidential nomination but suspended his campaign in November 2023 due to low polling numbers. After the 2024 elections, he was elected chair of the National Republican Senatorial Committee. His committee assignments also include the Committee on Finance, the Committee on Health, Education, Labor, and Pensions, and the Committee on Small Business and Entrepreneurship.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Tim_Scott"", ""reliability"": ""high""}]",tim-scott
P024,Ted Cruz,泰德·克鲁兹,1970-12-22,male,"参议院商业、科学和交通委员会主席 (Chairman, Senate Commerce Committee)",O047,Republican Party,Graduated from Princeton University with a Bachelor of Arts and earned a Juris Doctor from Harvard Law School.,Policy advisor in the George W. Bush administration (dates unspecified). Solicitor General of Texas (2003-2008). U.S. Senator from Texas (2013-present). Chairman of the Senate Commerce Committee (2025-present).,"Rafael Edward 'Ted' Cruz (born December 22, 1970) is an American politician and attorney serving as the junior United States senator from Texas since 2013. A member of the Republican Party, he has chaired the Senate Commerce Committee since 2025. Cruz was born in Calgary, Alberta, Canada, to an American mother of Irish and Italian descent and a Cuban-born father. His father, Rafael Cruz, left Cuba in 1957, later obtaining political asylum and U.S. citizenship. Ted Cruz renounced his Canadian citizenship in 2014. He is married to Heidi Nelson (m. 2001).

Cruz graduated from Princeton University with a Bachelor of Arts and earned a Juris Doctor from Harvard Law School. He began his political career as a policy advisor in the George W. Bush administration. From 2003 to 2008, he served as the Solicitor General of Texas, appointed by Attorney General Greg Abbott.

Cruz was elected to the U.S. Senate in 2012, becoming the first Hispanic American to serve as a U.S. senator from Texas. In the Senate, he has taken consistently conservative positions on economic and social policy. He played a leading role in the 2013 federal government shutdown, seeking to force Congress and President Barack Obama to defund the Affordable Care Act. Cruz was reelected in 2018 against Democratic nominee Beto O'Rourke and won a third term in 2024 against Congressman Colin Allred.

In 2016, Cruz sought the Republican presidential nomination, emerging as a serious competitor to Donald Trump. After initially withholding his endorsement, he became a strong supporter during Trump's first term. In 2021, Cruz objected to the certification of Joe Biden's victory in the 2020 presidential election.

As a senator, Cruz has stated his intention to be a leading defender of Israel. In 2025, he drafted and led the effort to pass the TAKE IT DOWN Act, signed into law by President Donald Trump, and introduced a bill to create what later became Trump Accounts.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Ted_Cruz"", ""reliability"": ""high""}]",ted-cruz
P025,Roger Wicker,罗杰·威克,1951-07-05,male,"参议院军事委员会主席 (Chairman, Senate Armed Services Committee)",O047,Republican Party,Graduated from the University of Mississippi with a bachelor's degree in journalism and political science in 1973 and earned a J.D. degree from the University of Mississippi School of Law in 1975.,"1980: Served as House Rules Committee counsel to U.S. Representative Trent Lott. 1988-1995: Mississippi State Senator for the 6th district. 1995-2007: U.S. Representative for Mississippi's 1st congressional district. 2007-present: U.S. Senator from Mississippi, appointed in 2007, won special election in 2008, and reelected in 2012, 2018, and 2024. Currently chairs the Senate Armed Services Committee.","Roger Frederick Wicker (born July 5, 1951) is an American politician, attorney, and former Air Force officer serving as the senior United States senator from Mississippi, a position he has held since 2007. A member of the Republican Party, his political career began in the 1980s. After graduating from the University of Mississippi and its School of Law, he served as an officer in the United States Air Force from 1976 to 1980 and remained in the Air Force Reserve until 2003, retiring as a lieutenant colonel. He initially worked as a political counselor to Congressman Trent Lott on the House Rules Committee.

Wicker was first elected to public office in 1987, serving in the Mississippi State Senate from 1988 to 1994. In 1994, he was elected to the U.S. House of Representatives, succeeding long-serving Democrat Jamie Whitten to represent Mississippi's 1st congressional district. He served in the House from 1995 to 2007, where he was a member of the House Appropriations Committee, served as deputy Republican whip, and was president of the large freshman Republican class elected in 1994.

In December 2007, Wicker was appointed to the U.S. Senate by Mississippi Governor Haley Barbour to fill the seat vacated by the resignation of Senator Trent Lott. He subsequently won a special election in 2008 to complete the term and has been reelected to full terms in 2012, 2018, and 2024. In the Senate, Wicker has held leadership roles including Chairman of the National Republican Senatorial Committee from 2015 to 2017 and serves as a deputy Republican whip. He became Mississippi's senior senator in 2018.

In the 119th Congress, Wicker serves on four committees: the Committee on Commerce, Science, and Transportation; the Committee on Environment and Public Works; the Committee on Rules and Administration; and the Senate Armed Services Committee, which he chairs. His committee assignments include leadership of the Commission on Security and Cooperation in Europe. He is also a member of several caucuses, including the Congressional Human Rights Caucus, the Senate Taiwan Caucus, and is a co-chair of the Rare Disease Caucus and the Interstate 69 Caucus.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Roger_Wicker"", ""reliability"": ""high""}]",roger-wicker
P026,Lindsey Graham,林赛·格雷厄姆,1955-07-09,male,"参议院预算委员会主席 (Chairman, Senate Budget Committee)",O047,Republican Party,Earned a Bachelor of Arts and a Juris Doctor from the University of South Carolina.,Served in the South Carolina House of Representatives (1993-1995). Served in the U.S. House of Representatives for South Carolina's 3rd district (1995-2003). Elected as U.S. Senator from South Carolina (2003-present). Chaired the Senate Committee on the Judiciary (2019-2021). Currently serves as Chairman of the Senate Budget Committee.,"Lindsey Olin Graham (born July 9, 1955) is an American politician and attorney serving as the senior United States senator from South Carolina, a seat he has held since 2003. A member of the Republican Party, he currently serves as the Chairman of the Senate Budget Committee. He previously chaired the Senate Committee on the Judiciary from 2019 to 2021. Graham earned both a Bachelor of Arts and a Juris Doctor from the University of South Carolina. He served in the United States Air Force from 1982 to 1988 as a member of the Judge Advocate General's Corps, working as a defense attorney and chief prosecutor in Europe. He later served in the U.S. Air Force Reserve while in Congress, achieving the rank of colonel and receiving a Bronze Star Medal for meritorious service in 2014. Before his Senate career, Graham served in the South Carolina House of Representatives (1993–1995) and the U.S. House of Representatives (1995–2003), representing South Carolina's 3rd congressional district. He was elected to the Senate in 2002 and reelected in 2008, 2014, and 2020. Politically, Graham is a neoconservative known as a defense hawk and an advocate for an aggressive, interventionist foreign policy. He initially gained a reputation for working with Democrats on issues like campaign finance reform, a ban on waterboarding, cap and trade, immigration reform, and judicial nominees. He criticized the Tea Party movement, arguing for a more inclusive Republican Party. In 2015, he sought the Republican nomination for president but dropped out before the primaries began. He was an outspoken critic of Donald Trump's 2016 candidacy but, after a 2017 meeting, became a staunch ally. On foreign policy, he was a frequent critic of the Obama administration and, alongside senators John McCain and Joe Lieberman, was part of a group that pushed for American military intervention, supporting the 2002 Iraq Resolution and the invasion of Iraq. On domestic issues, Graham has a mixed record. He voted for the Defense of Marriage Act in 1996 and supported a constitutional amendment opposing same-sex marriage in 2006, though later stated a constitutional amendment was no longer viable. On climate change, he co-sponsored a framework for a climate bill in 2009 but later withdrew support, questioning the science. In 2020, he sponsored the Growing Climate Solutions Act. In 2023, he co-sponsored the Foreign Pollution Fee Act, a carbon tariff proposal. Regarding investigations into Russian interference in the 2016 election, Graham, along with Senator Chuck Grassley, recommended charges against Christopher Steele, author of the Steele dossier, in 2018. He also introduced legislation aimed at protecting Special Counsel Robert Mueller from being fired without cause.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Lindsey_Graham"", ""reliability"": ""high""}]",lindsey-graham
P027,Chuck Grassley,查克·格拉斯利,1933-09-17,male,"参议院司法委员会主席 (Chairman, Senate Judiciary Committee)",O047,Republican Party,Graduated from New Hartford Community High School in 1951. Earned a BA in 1955 and an MA in political science in 1956 from Iowa State Teachers College (now University of Northern Iowa). Pursued a Ph.D. in political science at the University of Iowa but did not complete it.,"Served in the Iowa House of Representatives (1959–1975). Served in the United States House of Representatives (1975–1981). U.S. Senator from Iowa since 1981. Served as president pro tempore of the U.S. Senate (2019–2021, and again since 2025). Became the 45th dean of the U.S. Senate in 2023.","Charles Ernest Grassley (born September 17, 1933) is an American politician serving as the senior United States senator from Iowa, a position he has held since 1981. A member of the Republican Party, he is the longest-serving Republican in congressional history and, as of the provided text, the oldest sitting United States senator. Grassley has held significant leadership roles, including serving as president pro tempore of the United States Senate from 2019 to 2021 and again since 2025. Upon Patrick Leahy's retirement in January 2023, he became the most senior member of the Senate, a role known as the Dean of the United States Senate.

His political career began in the Iowa House of Representatives, where he served from 1959 to 1975. He then served three terms in the United States House of Representatives from 1975 until his election to the Senate. During his extensive Senate tenure, Grassley has chaired several powerful committees, including the Finance Committee (during three separate stints), the Judiciary Committee, the Aging Committee, and the Narcotics Control Caucus. His committee assignments in the 118th Congress include the Committees on Agriculture, Nutrition, and Forestry; Finance (where he is Ranking Member); the Budget (Ranking Member); and the Judiciary. He also co-chairs the United States Senate Caucus on International Narcotics Control.

Grassley is noted for his Senate voting record, having set a record for the longest period without a missed roll-call vote—a streak that lasted over 27 years and 8,927 votes until November 2020. He has cast over 12,000 votes in his Senate career.

On policy, the text highlights several of his positions. He identifies as pro-life, co-sponsored the Pain-Capable Unborn Child Protection Act in 2019, and approved of the overturning of Roe v. Wade in 2022. In agriculture and energy, he has been a prominent advocate for federal ethanol subsidies and wind energy, authoring the federal wind energy tax credit in 1992. He has criticized the Environmental Protection Agency's handling of biofuel regulations. On antitrust, he co-introduced the American Innovation and Choice Online Act in 2021. He supports repealing the estate tax, arguing it is harmful to farmers and small business owners. Grassley filed for reelection for a ninth Senate term in 2028.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Chuck_Grassley"", ""reliability"": ""high""}]",chuck-grassley
P028,Jim Risch,吉姆·里施,1943-05-03,male,"参议院外交关系委员会主席 (Chairman, Senate Foreign Relations Committee)",O047,Republican Party,"Attended University of Wisconsin–Milwaukee (1961-1963), transferred to University of Idaho, earning a B.S. in forestry in 1965 and a J.D. in 1968.","Elected Ada County Prosecuting Attorney in 1970. Served in the Idaho Senate from 1974 to 1988, and again from 1995 to 2002. Served as Lieutenant Governor of Idaho from 2003 to 2006, then as Governor from May 2006 to January 2007. Served again as Lieutenant Governor from 2007 to 2009. Elected as U.S. Senator from Idaho in 2008, and has been reelected since.","James Elroy Risch (born May 3, 1943) is an American lawyer and politician who has served as the junior United States senator from Idaho since 2009. A member of the Republican Party, his political career spans over five decades, beginning at the state level in Idaho. Born in Milwaukee, Wisconsin, Risch moved to Idaho in the early 1960s. He earned a B.S. in forestry in 1965 and a J.D. in 1968 from the University of Idaho. He entered politics in 1970 at age 27, winning election as Ada County Prosecuting Attorney, a role in which he also taught criminal justice at Boise State College.

Risch was first elected to the Idaho Senate in 1974, where he served until 1988, holding leadership positions including majority leader and president pro tempore. After a brief period out of office, he was appointed to the state Senate again in 1995 and served until 2002. In 2002, he was elected Lieutenant Governor of Idaho. He ascended to the governorship in May 2006 upon the resignation of Governor Dirk Kempthorne, serving out the remainder of the term. During his brief tenure as the 31st governor, he called a special legislative session for property tax reform and issued an executive order on employee citizenship verification. He then returned to the role of Lieutenant Governor under Governor Butch Otter from 2007 to 2009.

Risch was elected to the U.S. Senate in 2008 and has been reelected in 2014 and 2020. In the Senate, he holds a seat on the Senate Foreign Relations Committee, where he currently serves as Chairman. His foreign policy actions include co-sponsoring the Israel Anti-Boycott Act in 2018, co-sponsoring a 2019 act to sanction Turkey, and advocating for sanctions related to conflicts in Ethiopia and Sudan. In 2024, he sponsored a report advocating for strengthening NATO. Politically conservative, Risch is anti-abortion and supported the overturning of Roe v. Wade. He is married to Vicki Risch since 1968.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Jim_Risch"", ""reliability"": ""high""}]",jim-risch
P029,Susan Collins,苏珊·柯林斯,1952-12-07,female,"参议院拨款委员会主席 (Chair, Senate Appropriations Committee)",O047,Republican Party,Graduated magna cum laude from St. Lawrence University with a bachelor's degree in government in 1975.,1975-1987: Legislative assistant to U.S. Representative/Senator William Cohen. 1981-1987: Staff director of the Oversight of Government Management Subcommittee. 1987: Commissioner of the Maine Department of Professional and Financial Regulation. 1992: New England regional director for the Small Business Administration. 1993: Deputy State Treasurer of Massachusetts. 1994: Republican nominee for Governor of Maine. 1994-1996: Founding executive director of the Center for Family Business at Husson College. 1997-present: U.S. Senator from Maine. 2003-2007: Chair of the Senate Committee on Homeland Security and Governmental Affairs. 2015-2021: Chair of the Senate Special Committee on Aging. 2025-present: Chair of the Senate Appropriations Committee.,"Susan Margaret Collins (born December 7, 1952) is an American politician serving as the senior United States senator from Maine, a seat she has held since 1997. A member of the Republican Party, she is Maine's longest-serving member of Congress and the longest-serving Republican woman senator. Since 2025, Collins has served as chair of the Senate Appropriations Committee.

Born in Caribou, Maine, Collins is a graduate of St. Lawrence University. Her political career began in 1975 as a staff assistant for Senator William Cohen. She later served as staff director of the Oversight of Government Management Subcommittee of the Committee on Governmental Affairs (1981-1987). Governor John R. McKernan Jr. appointed her commissioner of the Maine Department of Professional and Financial Regulation in 1987. In 1992, President George H. W. Bush appointed her director of the Small Business Administration's regional office in Boston. She served as a deputy state treasurer in Massachusetts in 1993.

Returning to Maine, Collins was the Republican nominee for governor in 1994, becoming the first female major-party nominee for the post, though she finished third. She then became the founding director of the Center for Family Business at Husson University.

Collins was first elected to the U.S. Senate in 1996 and has been reelected every six years since. She chaired the Senate Special Committee on Aging from 2015 to 2021 and the Senate Committee on Homeland Security and Governmental Affairs from 2003 to 2007. She is the dean of Maine's congressional delegation and, for several Congresses, has been the only New England Republican in the Senate.

Generally regarded as a moderate Republican, Collins is often a pivotal vote in the Senate. She was one of three Republicans to vote against a partial repeal of the Affordable Care Act, the sole Republican to vote against confirming Amy Coney Barrett to the Supreme Court, and one of three to vote to confirm Ketanji Brown Jackson. She voted to confirm Brett Kavanaugh. She opposed the Women's Health Protection Act and supports maintaining the 60-vote Senate threshold for legislation. Collins was a pivotal Republican vote for the Trump administration's Tax Cuts and Jobs Act.

During President Bill Clinton's impeachment trial, she voted to acquit on both charges. In the first impeachment trial of Donald Trump, she voted to acquit. In his second impeachment trial, she was one of seven Republicans to vote to convict Trump of incitement of insurrection.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Susan_Collins"", ""reliability"": ""high""}]",susan-collins
P030,Mike Johnson,迈克·约翰逊,1972-01-30,male,众议院议长 (Speaker of the House),O046,Republican Party,Graduated from Captain Shreve High School. Earned a Bachelor of Science in business administration from Louisiana State University in 1995 and a Juris Doctor from Louisiana State's Paul M. Hebert Law Center in 1998.,Attorney for Alliance Defending Freedom (2002-2010). Served on the Ethics and Religious Liberty Commission of the Southern Baptist Convention (2004-2012). Elected to Louisiana House of Representatives (2015-2017). First elected to U.S. House of Representatives for Louisiana's 4th district (2017-present). Served as Chair of the Republican Study Committee (2019-2021) and Vice Chair of the House Republican Conference (2021-2023). Elected 56th Speaker of the House (2023-present).,"James Michael ""Mike"" Johnson (born January 30, 1972) is an American lawyer and politician serving as the 56th speaker of the United States House of Representatives since October 25, 2023. A member of the Republican Party, he is in his fifth term representing Louisiana's 4th congressional district, a position he has held since 2017. Johnson's political career began with his election to the Louisiana House of Representatives in 2015, where he served until 2017. He first won election to the U.S. House in 2016 and has been reelected consistently, running unopposed in 2022. Before entering politics, Johnson worked as a constitutional lawyer. He was an attorney for the Alliance Defending Freedom (ADF), a conservative Christian legal advocacy group, from 2002 to 2010. His legal career focused on defending religious freedom, the sanctity of human life, and traditional marriage. Notably, he defended Louisiana Amendment 1, which defined marriage as between one man and one woman, in 2004. He also represented the Ark Encounter theme park in a 2015 federal lawsuit against Kentucky officials. Johnson served on the Ethics and Religious Liberty Commission of the Southern Baptist Convention from 2004 to 2012. In Congress, Johnson has held several leadership roles. He chaired the Republican Study Committee, the largest caucus of conservatives in Congress, from 2019 to 2021. He served as vice chair of the House Republican Conference from 2021 to 2023. A social conservative, he has supported bills to ban abortion nationwide. Johnson was among the 147 Republicans who voted to overturn the results of the 2020 presidential election. He was elected Speaker of the House in October 2023 after the ouster of Kevin McCarthy and was narrowly reelected to a full term as speaker in 2025. Johnson is a graduate of Captain Shreve High School in Shreveport, Louisiana. He earned a Bachelor of Science in business administration from Louisiana State University in 1995 and a Juris Doctor degree from LSU's Paul M. Hebert Law Center in 1998.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Mike_Johnson"", ""reliability"": ""high""}]",mike-johnson
P031,Steve Scalise,史蒂夫·斯卡利斯,1965-10-06,male,众议院多数党领袖 (House Majority Leader),O046,Republican Party,Graduated from Archbishop Rummel High School and earned a Bachelor of Science degree from Louisiana State University (LSU) with a major in computer science and a minor in political science.,1995-2007: Served in the Louisiana House of Representatives. 2007: Elected to the Louisiana State Senate (served four months). 2008-present: U.S. Representative for Louisiana's 1st congressional district. 2013-2014: Chair of the House Republican Study Committee. 2014-2019: House Majority Whip. 2019-2023: House Minority Whip. 2023-present: House Majority Leader.,"Stephen Joseph Scalise (born October 6, 1965) is an American politician serving as the House Majority Leader since 2023 and as the U.S. Representative for Louisiana's 1st congressional district since 2008. A member of the Republican Party, his district includes most of New Orleans's suburbs and a portion of New Orleans itself. Before his election to Congress, Scalise served in the Louisiana State Senate for four months and three terms in the Louisiana House of Representatives. He was the chair of the House Republican Study Committee from 2013 to 2014. On June 19, 2014, Scalise was elected by his Republican colleagues as Majority Whip of the United States House of Representatives, assuming office on August 1. He served as Majority Whip from 2014 to 2019 and as House Minority Whip from 2019 to 2023. He is the first Louisianian to serve as majority whip since Hale Boggs. In 2017, Scalise became the dean of the Louisiana congressional delegation. On June 14, 2017, Scalise was shot and seriously wounded during a practice for the Congressional Baseball Game by a domestic terrorist targeting Republicans. He underwent months of treatment, returning to Congress on September 28. In October 2023, following the removal of Kevin McCarthy, Scalise defeated Jim Jordan to win the Republican nomination for Speaker of the House but withdrew a day later after failing to consolidate the necessary votes. Scalise was born in New Orleans and graduated from Archbishop Rummel High School. He earned a Bachelor of Science degree from Louisiana State University in Baton Rouge, majoring in computer science with a minor in political science. In Congress, his committee assignments have included the Committee on Energy and Commerce and its subcommittees, and he served as the Ranking Member on the Select Subcommittee on the Coronavirus Crisis. His caucus memberships include the Congressional Western Caucus, the Republican Study Committee, and the Congressional Caucus on Turkey and Turkish Americans. Key legislative actions include co-sponsoring the Stop Online Piracy Act in 2011, voting against reauthorizing the Violence Against Women Act in 2013, sponsoring the FCC Consolidated Reporting Act in 2013, and voting in favor of the Tax Cuts and Jobs Act in 2017.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Steve_Scalise"", ""reliability"": ""high""}]",steve-scalise
